Event Date,Hours Absent,Function Category
2021-07-11,10,SI - STD Pay @ 100%
2021-07-12,14,SIE - STD Pay @ 100% Incident End
2021-08-29,10,SI - STD Pay @ 100%
2021-08-30,10,SI - STD Pay @ 100%
2021-08-31,14,SI - STD Pay @ 100%
2021-09-01,14,SIE - STD Pay @ 100% Incident End
2021-10-23,10,SI - STD Pay @ 100%
2021-10-24,14,SI - STD Pay @ 100%
2021-10-25,14,SI - STD Pay @ 100%
2021-11-01,10,SIE - STD Pay @ 100% Incident End
2021-12-19,10,SI - STD Pay @ 100%
2021-12-20,10,SIE - STD Pay @ 100% Incident End
2021-01-29,14,SI - STD Pay @ 100%
2021-01-30,14,SIE - STD Pay @ 100% Incident End
2021-04-29,14,SIE - STD Pay @ 100% Incident End
2021-06-04,10,SI - STD Pay @ 100%
2021-06-05,10,SI - STD Pay @ 100%
2021-06-06,14,SI - STD Pay @ 100%
2021-06-07,14,SIE - STD Pay @ 100% Incident End
2021-06-30,10,SIE - STD Pay @ 100% Incident End
2021-12-23,10,SI - STD Pay @ 100%
2021-12-24,10,SIE - STD Pay @ 100% Incident End
2021-06-03,10,S9 - STD Pay @ 90%
2021-06-07,10,S9E - STD Pay @ 90% Incident End
2021-09-01,10,S9 - STD Pay @ 90%
2021-09-02,10,S9E - STD Pay @ 90% Incident End
2021-12-17,12,S9 - STD Pay @ 90%
2021-12-18,8,S9 - STD Pay @ 90%
2021-03-30,7.5,SI - STD Pay @ 100%
2021-03-31,7.5,SI - STD Pay @ 100%
2021-04-26,8,LS9 - Limited Sick @ 90%
2021-04-27,8,LS9 - Limited Sick @ 90%
2021-11-08,6,SIE - STD Pay @ 100% Incident End
2021-12-22,8,SIE - STD Pay @ 100% Incident End
2021-06-02,8,SI - STD Pay @ 100%
2021-06-03,8,SIE - STD Pay @ 100% Incident End
2021-09-07,8,SI - STD Pay @ 100%
2021-09-08,8,SI - STD Pay @ 100%
2021-09-09,8,SIE - STD Pay @ 100% Incident End
2021-05-15,8,LS9 - Limited Sick @ 90%
2021-02-21,10,SIE - STD Pay @ 100% Incident End
2021-07-05,10,SIE - STD Pay @ 100% Incident End
2021-11-01,10,SIE - STD Pay @ 100% Incident End
2021-11-28,10,S7 - STD Pay @75%
2021-11-29,10,S7E - STD Pay @ 75% Incident End
2021-06-07,8,SI - STD Pay @ 100%
2021-06-08,8,SI - STD Pay @ 100%
2021-06-09,8,SIE - STD Pay @ 100% Incident End
2021-09-03,8,SIE - STD Pay @ 100% Incident End
2021-09-27,8,SI - STD Pay @ 100%
2021-09-28,8,SIE - STD Pay @ 100% Incident End
2021-01-01,6.75,SI - STD Pay @ 100%
2021-01-04,7.5,SI - STD Pay @ 100%
2021-01-05,7.5,SI - STD Pay @ 100%
2021-01-06,7.5,SI - STD Pay @ 100%
2021-01-07,7.5,SI - STD Pay @ 100%
2021-01-08,7.5,SIE - STD Pay @ 100% Incident End
2021-07-12,7.5,SI - STD Pay @ 100%
2021-07-13,7.5,SIE - STD Pay @ 100% Incident End
2021-11-01,7.5,SI - STD Pay @ 100%
2021-11-02,7.5,SI - STD Pay @ 100%
2021-11-03,7.5,SIE - STD Pay @ 100% Incident End
2021-12-15,7.5,SI - STD Pay @ 100%
2021-12-16,7.5,SIE - STD Pay @ 100% Incident End
2021-08-05,14,SI - STD Pay @ 100%
2021-08-06,14,SIE - STD Pay @ 100% Incident End
2021-02-16,10,SI - STD Pay @ 100%
2021-02-17,10,SIE - STD Pay @ 100% Incident End
2021-07-04,10,SI - STD Pay @ 100%
2021-07-05,10,SI - STD Pay @ 100%
2021-07-06,14,SI - STD Pay @ 100%
2021-07-07,14,SIE - STD Pay @ 100% Incident End
2021-08-27,10,SI - STD Pay @ 100%
2021-08-28,10,SI - STD Pay @ 100%
2021-08-29,14,SI - STD Pay @ 100%
2021-08-30,14,SIE - STD Pay @ 100% Incident End
2021-01-14,10,SIE - STD Pay @ 100% Incident End
2021-04-25,10,SI - STD Pay @ 100%
2021-04-26,10,SIE - STD Pay @ 100% Incident End
2021-09-19,14,SIE - STD Pay @ 100% Incident End
2021-12-02,14,SI - STD Pay @ 100%
2021-12-05,10,SI - STD Pay @ 100%
2021-12-06,10,SI - STD Pay @ 100%
2021-12-07,14,SIE - STD Pay @ 100% Incident End
2021-01-27,3,SI - STD Pay @ 100%
2021-01-27,1,SIE - STD Pay @ 100% Incident End
2021-10-24,10,LS9 - Limited Sick @ 90%
2021-10-25,10,LS9 - Limited Sick @ 90%
2021-08-31,12.3,SIE - STD Pay @ 100% Incident End
2021-05-15,10,SI - STD Pay @ 100%
2021-05-16,10,SI - STD Pay @ 100%
2021-05-17,14,SI - STD Pay @ 100%
2021-05-18,14,SIE - STD Pay @ 100% Incident End
2021-11-24,10,SI - STD Pay @ 100%
2021-11-25,14,SI - STD Pay @ 100%
2021-11-26,14,SIE - STD Pay @ 100% Incident End
2021-12-11,10,SI - STD Pay @ 100%
2021-12-12,10,SI - STD Pay @ 100%
2021-12-13,14,SI - STD Pay @ 100%
2021-12-14,14,SIE - STD Pay @ 100% Incident End
2021-12-18,10,SI - STD Pay @ 100%
2021-11-11,10,SI - STD Pay @ 100%
2021-11-12,10,SI - STD Pay @ 100%
2021-11-13,14,SI - STD Pay @ 100%
2021-11-14,14,SIE - STD Pay @ 100% Incident End
2021-12-29,10,SI - STD Pay @ 100%
2021-12-30,10,SI - STD Pay @ 100%
2021-12-31,14,SI - STD Pay @ 100%
2021-01-29,8.9,SIE - STD Pay @ 100% Incident End
2021-01-06,7.5,SI - STD Pay @ 100%
2021-01-07,7.5,SI - STD Pay @ 100%
2021-01-08,7.5,SI - STD Pay @ 100%
2021-01-11,7.5,SIE - STD Pay @ 100% Incident End
2021-10-05,7.5,SI - STD Pay @ 100%
2021-10-06,7.5,SI - STD Pay @ 100%
2021-10-07,7.5,SI - STD Pay @ 100%
2021-10-08,7.5,SIE - STD Pay @ 100% Incident End
2021-10-18,7.5,SI - STD Pay @ 100%
2021-10-19,7.5,SI - STD Pay @ 100%
2021-10-20,7.5,SI - STD Pay @ 100%
2021-10-21,7.5,SI - STD Pay @ 100%
2021-10-22,7.5,SIE - STD Pay @ 100% Incident End
2021-12-15,7.5,SI - STD Pay @ 100%
2021-12-16,7.5,SIE - STD Pay @ 100% Incident End
2021-02-25,8,SI - STD Pay @ 100%
2021-02-26,8,SI - STD Pay @ 100%
2021-02-27,8,SI - STD Pay @ 100%
2021-02-28,8,SI - STD Pay @ 100%
2021-03-01,8,SIE - STD Pay @ 100% Incident End
2021-07-03,8,SI - STD Pay @ 100%
2021-07-06,8,SI - STD Pay @ 100%
2021-07-07,8,SI - STD Pay @ 100%
2021-07-08,8,SI - STD Pay @ 100%
2021-07-09,8,SI - STD Pay @ 100%
2021-07-10,8,SI - STD Pay @ 100%
2021-07-11,8,SI - STD Pay @ 100%
2021-07-12,8,SI - STD Pay @ 100%
2021-07-13,8,SI - STD Pay @ 100%
2021-07-14,8,SI - STD Pay @ 100%
2021-07-15,8,SI - STD Pay @ 100%
2021-07-19,8,SI - STD Pay @ 100%
2021-07-20,8,SIE - STD Pay @ 100% Incident End
2021-12-01,8,SI - STD Pay @ 100%
2021-12-02,8,SI - STD Pay @ 100%
2021-12-03,8,SIE - STD Pay @ 100% Incident End
2021-04-26,7.5,SIE - STD Pay @ 100% Incident End
2021-09-07,5.25,SIE - STD Pay @ 100% Incident End
2021-11-16,8,SIE - STD Pay @ 100% Incident End
2021-08-12,10,LS9 - Limited Sick @ 90%
2021-04-24,6.75,SI - STD Pay @ 100%
2021-04-25,6.75,SI - STD Pay @ 100%
2021-04-26,6.75,SI - STD Pay @ 100%
2021-04-27,6.75,SIE - STD Pay @ 100% Incident End
2021-08-16,6.75,SI - STD Pay @ 100%
2021-08-17,6.75,SI - STD Pay @ 100%
2021-08-18,6.75,SIE - STD Pay @ 100% Incident End
2021-11-14,6.75,SI - STD Pay @ 100%
2021-11-16,6.75,SIE - STD Pay @ 100% Incident End
2021-12-30,8,S9E - STD Pay @ 90% Incident End
2021-01-21,8,SI - STD Pay @ 100%
2021-01-24,8,SI - STD Pay @ 100%
2021-01-25,8,SIE - STD Pay @ 100% Incident End
2021-12-05,4,SI - STD Pay @ 100%
2021-12-06,8,SI - STD Pay @ 100%
2021-12-07,8,SI - STD Pay @ 100%
2021-12-08,8,SIE - STD Pay @ 100% Incident End
2021-11-10,10,SI - STD Pay @ 100%
2021-11-11,14,SI - STD Pay @ 100%
2021-11-12,14,SIE - STD Pay @ 100% Incident End
2021-08-28,8,SIE - STD Pay @ 100% Incident End
2021-08-28,0.2,SI - STD Pay @ 100%
2021-08-30,8,SI - STD Pay @ 100%
2021-08-31,8,SI - STD Pay @ 100%
2021-09-01,8,SI - STD Pay @ 100%
2021-09-02,8,SIE - STD Pay @ 100% Incident End
2021-01-25,10,SI - STD Pay @ 100%
2021-01-26,10,SI - STD Pay @ 100%
2021-01-27,14,SI - STD Pay @ 100%
2021-01-28,14,SIE - STD Pay @ 100% Incident End
2021-03-04,10,SIE - STD Pay @ 100% Incident End
2021-04-21,10,SI - STD Pay @ 100%
2021-04-22,10,SIE - STD Pay @ 100% Incident End
2021-06-08,10,SI - STD Pay @ 100%
2021-06-09,10,SI - STD Pay @ 100%
2021-06-10,14,SI - STD Pay @ 100%
2021-06-11,14,SI - STD Pay @ 100%
2021-06-18,10,SI - STD Pay @ 100%
2021-06-19,10,SI - STD Pay @ 100%
2021-06-20,14,SI - STD Pay @ 100%
2021-06-21,14,SI - STD Pay @ 100%
2021-06-24,10,SI - STD Pay @ 100%
2021-06-25,10,SI - STD Pay @ 100%
2021-06-26,14,SI - STD Pay @ 100%
2021-06-27,14,SIE - STD Pay @ 100% Incident End
2021-12-19,14,SI - STD Pay @ 100%
2021-12-20,14,SIE - STD Pay @ 100% Incident End
2021-07-19,7.5,SIE - STD Pay @ 100% Incident End
2021-07-29,7.5,SIE - STD Pay @ 100% Incident End
2021-11-24,5.5,LS9 - Limited Sick @ 90%
2021-07-21,7.5,SI - STD Pay @ 100%
2021-07-22,7.5,SI - STD Pay @ 100%
2021-07-23,7.5,SIE - STD Pay @ 100% Incident End
2021-07-27,7.5,SI - STD Pay @ 100%
2021-07-28,7.5,SI - STD Pay @ 100%
2021-07-29,7.5,SIE - STD Pay @ 100% Incident End
2021-10-12,10,SIE - STD Pay @ 100% Incident End
2021-08-31,8,SI - STD Pay @ 100%
2021-09-01,8,SIE - STD Pay @ 100% Incident End
2021-12-16,8,SI - STD Pay @ 100%
2021-12-17,8,SI - STD Pay @ 100%
2021-08-25,9.9,SIE - STD Pay @ 100% Incident End
2021-10-05,3.5,LSP - Limited Sick
2021-11-03,5.49,LSE - Limited Sick End
2021-08-27,3,LS9 - Limited Sick @ 90%
2021-01-07,7.5,SI - STD Pay @ 100%
2021-01-08,7.5,SIE - STD Pay @ 100% Incident End
2021-01-21,4.5,SI - STD Pay @ 100%
2021-01-25,7.5,SI - STD Pay @ 100%
2021-01-26,7.5,SIE - STD Pay @ 100% Incident End
2021-04-28,7.5,SI - STD Pay @ 100%
2021-04-30,7.5,SIE - STD Pay @ 100% Incident End
2021-05-14,7.5,SI - STD Pay @ 100%
2021-05-15,7.5,SI - STD Pay @ 100%
2021-05-17,7.5,SI - STD Pay @ 100%
2021-05-18,7.5,SI - STD Pay @ 100%
2021-05-20,7.5,SI - STD Pay @ 100%
2021-05-21,7.5,SI - STD Pay @ 100%
2021-05-24,6.75,SI - STD Pay @ 100%
2021-05-25,6.75,SI - STD Pay @ 100%
2021-05-26,6.75,SI - STD Pay @ 100%
2021-05-27,6.75,SI - STD Pay @ 100%
2021-05-28,6.75,SI - STD Pay @ 100%
2021-05-31,6.75,SI - STD Pay @ 100%
2021-06-01,6.75,SI - STD Pay @ 100%
2021-06-02,6.75,SI - STD Pay @ 100%
2021-06-03,6.75,SI - STD Pay @ 100%
2021-06-04,6.75,SI - STD Pay @ 100%
2021-06-07,6.75,SI - STD Pay @ 100%
2021-06-08,6.75,SI - STD Pay @ 100%
2021-06-09,6.75,SI - STD Pay @ 100%
2021-06-10,6.75,SI - STD Pay @ 100%
2021-06-11,6.75,SI - STD Pay @ 100%
2021-06-14,6.75,SI - STD Pay @ 100%
2021-06-15,6.75,SI - STD Pay @ 100%
2021-06-16,6.75,SI - STD Pay @ 100%
2021-06-17,6.75,SI - STD Pay @ 100%
2021-06-18,6.75,SI - STD Pay @ 100%
2021-06-21,6.75,SI - STD Pay @ 100%
2021-06-22,6.75,SI - STD Pay @ 100%
2021-06-23,6.75,SI - STD Pay @ 100%
2021-06-24,6.75,SI - STD Pay @ 100%
2021-06-25,6.75,SI - STD Pay @ 100%
2021-06-28,6.75,SI - STD Pay @ 100%
2021-06-29,6.75,SI - STD Pay @ 100%
2021-06-30,6.75,SI - STD Pay @ 100%
2021-07-01,6.75,SI - STD Pay @ 100%
2021-07-02,6.75,SI - STD Pay @ 100%
2021-07-05,6.75,SI - STD Pay @ 100%
2021-07-06,6.75,SI - STD Pay @ 100%
2021-07-07,6.75,SI - STD Pay @ 100%
2021-07-08,6.75,SI - STD Pay @ 100%
2021-07-09,6.75,SI - STD Pay @ 100%
2021-07-12,6.75,SI - STD Pay @ 100%
2021-07-13,6.75,SI - STD Pay @ 100%
2021-07-14,6.75,SI - STD Pay @ 100%
2021-07-15,6.75,SI - STD Pay @ 100%
2021-07-16,6.75,SIE - STD Pay @ 100% Incident End
2021-09-08,8,S7 - STD Pay @75%
2021-09-09,8,S7 - STD Pay @75%
2021-09-10,8,S7E - STD Pay @ 75% Incident End
2021-09-17,7.5,S7E - STD Pay @ 75% Incident End
2021-10-06,2,S7 - STD Pay @75%
2021-10-07,7.5,S7 - STD Pay @75%
2021-10-08,7.5,S7 - STD Pay @75%
2021-10-09,7.5,S7 - STD Pay @75%
2021-11-12,7.5,S7E - STD Pay @ 75% Incident End
2021-12-14,7.5,S7E - STD Pay @ 75% Incident End
2021-12-27,7.5,SI - STD Pay @ 100%
2021-12-29,7.5,SI - STD Pay @ 100%
2021-12-30,7.5,SI - STD Pay @ 100%
2021-12-31,7.5,SI - STD Pay @ 100%
2021-05-25,7.5,SI - STD Pay @ 100%
2021-05-26,7.5,SIE - STD Pay @ 100% Incident End
2021-01-07,8,SI - STD Pay @ 100%
2021-01-08,8,SIE - STD Pay @ 100% Incident End
2021-03-26,8,SI - STD Pay @ 100%
2021-03-27,8,SI - STD Pay @ 100%
2021-03-28,8,SI - STD Pay @ 100%
2021-03-29,8,SI - STD Pay @ 100%
2021-04-01,8,SIE - STD Pay @ 100% Incident End
2021-04-26,8,SIE - STD Pay @ 100% Incident End
2021-08-17,8,SIE - STD Pay @ 100% Incident End
2021-08-30,6,S7 - STD Pay @75%
2021-08-31,8,S7E - STD Pay @ 75% Incident End
2021-09-05,8,S7 - STD Pay @75%
2021-09-07,8,S7E - STD Pay @ 75% Incident End
2021-11-10,8,S7E - STD Pay @ 75% Incident End
2021-11-23,8,S7E - STD Pay @ 75% Incident End
2021-12-15,8,S7E - STD Pay @ 75% Incident End
2021-07-29,7.5,SI - STD Pay @ 100%
2021-07-30,7.5,SI - STD Pay @ 100%
2021-08-02,6.75,SI - STD Pay @ 100%
2021-08-03,6.75,SI - STD Pay @ 100%
2021-08-04,6.75,SI - STD Pay @ 100%
2021-08-05,6.75,SI - STD Pay @ 100%
2021-08-06,6.75,SI - STD Pay @ 100%
2021-08-09,6.75,SI - STD Pay @ 100%
2021-08-10,6.75,SI - STD Pay @ 100%
2021-08-11,6.75,SI - STD Pay @ 100%
2021-08-12,6.75,SI - STD Pay @ 100%
2021-08-13,6.75,SI - STD Pay @ 100%
2021-08-16,6.75,SI - STD Pay @ 100%
2021-08-17,6.75,SI - STD Pay @ 100%
2021-08-18,6.75,SI - STD Pay @ 100%
2021-08-19,6.75,SI - STD Pay @ 100%
2021-08-20,6.75,SI - STD Pay @ 100%
2021-08-23,6.75,SI - STD Pay @ 100%
2021-08-24,6.75,SI - STD Pay @ 100%
2021-08-25,6.75,SI - STD Pay @ 100%
2021-08-26,6.75,SI - STD Pay @ 100%
2021-08-27,6.75,SI - STD Pay @ 100%
2021-08-30,6.75,SI - STD Pay @ 100%
2021-08-31,6.75,SI - STD Pay @ 100%
2021-09-01,6.75,SI - STD Pay @ 100%
2021-09-02,6.75,SI - STD Pay @ 100%
2021-09-03,6.75,SIE - STD Pay @ 100% Incident End
2021-01-28,8,SI - STD Pay @ 100%
2021-01-29,8,SIE - STD Pay @ 100% Incident End
2021-02-16,8,SIE - STD Pay @ 100% Incident End
2021-06-30,8,SI - STD Pay @ 100%
2021-07-02,8,SIE - STD Pay @ 100% Incident End
2021-08-03,8,SI - STD Pay @ 100%
2021-08-04,8,SIE - STD Pay @ 100% Incident End
2021-09-22,8,S7 - STD Pay @75%
2021-09-23,8,S7E - STD Pay @ 75% Incident End
2021-02-01,10,LS9 - Limited Sick @ 90%
2021-02-02,10,LS9 - Limited Sick @ 90%
2021-09-10,10,LS9 - Limited Sick @ 90%
2021-12-06,6.75,S9E - STD Pay @ 90% Incident End
2021-08-10,6,SIE - STD Pay @ 100% Incident End
2021-06-08,10,SI - STD Pay @ 100%
2021-06-09,10,SI - STD Pay @ 100%
2021-06-10,10,SIE - STD Pay @ 100% Incident End
2021-10-05,6,SI - STD Pay @ 100%
2021-10-06,10,SI - STD Pay @ 100%
2021-10-07,10,SI - STD Pay @ 100%
2021-10-08,10,SIE - STD Pay @ 100% Incident End
2021-04-19,6,LS9 - Limited Sick @ 90%
2021-04-20,6,LS9 - Limited Sick @ 90%
2021-04-21,5,LS9 - Limited Sick @ 90%
2021-04-22,10,LS9 - Limited Sick @ 90%
2021-10-05,10,LS9 - Limited Sick @ 90%
2021-05-09,8,SI - STD Pay @ 100%
2021-05-10,8,SI - STD Pay @ 100%
2021-05-11,8,SIE - STD Pay @ 100% Incident End
2021-06-03,10,SI - STD Pay @ 100%
2021-06-04,14,SI - STD Pay @ 100%
2021-06-05,14,SI - STD Pay @ 100%
2021-06-08,10,SIE - STD Pay @ 100% Incident End
2021-06-21,14,SI - STD Pay @ 100%
2021-06-24,10,SI - STD Pay @ 100%
2021-06-25,10,SI - STD Pay @ 100%
2021-06-26,14,SIE - STD Pay @ 100% Incident End
2021-02-23,8,SI - STD Pay @ 100%
2021-02-24,8,SIE - STD Pay @ 100% Incident End
2021-07-05,7.38,SI - STD Pay @ 100%
2021-07-06,7.38,SI - STD Pay @ 100%
2021-07-07,7.38,SI - STD Pay @ 100%
2021-07-08,7.38,SI - STD Pay @ 100%
2021-07-09,7.38,SI - STD Pay @ 100%
2021-07-12,7.38,SI - STD Pay @ 100%
2021-07-13,7.38,SI - STD Pay @ 100%
2021-07-14,7.38,SI - STD Pay @ 100%
2021-07-15,7.38,SI - STD Pay @ 100%
2021-07-16,7.38,SI - STD Pay @ 100%
2021-07-19,7.38,SI - STD Pay @ 100%
2021-07-20,7.38,SI - STD Pay @ 100%
2021-07-21,7.38,SI - STD Pay @ 100%
2021-07-22,7.38,SI - STD Pay @ 100%
2021-07-23,7.38,SI - STD Pay @ 100%
2021-07-26,7.38,SI - STD Pay @ 100%
2021-07-27,7.38,SI - STD Pay @ 100%
2021-07-28,7.38,SI - STD Pay @ 100%
2021-07-29,7.38,SI - STD Pay @ 100%
2021-07-30,7.38,SI - STD Pay @ 100%
2021-08-03,7.38,SI - STD Pay @ 100%
2021-08-04,7.38,SI - STD Pay @ 100%
2021-08-05,7.38,SI - STD Pay @ 100%
2021-08-06,7.38,SI - STD Pay @ 100%
2021-08-09,7.38,SI - STD Pay @ 100%
2021-08-10,7.38,SI - STD Pay @ 100%
2021-08-11,7.38,SI - STD Pay @ 100%
2021-08-12,7.38,SI - STD Pay @ 100%
2021-08-13,7.38,SI - STD Pay @ 100%
2021-08-16,7.38,SI - STD Pay @ 100%
2021-08-17,7.38,SI - STD Pay @ 100%
2021-08-18,7.38,SI - STD Pay @ 100%
2021-08-19,7.38,SI - STD Pay @ 100%
2021-08-20,7.38,SI - STD Pay @ 100%
2021-08-23,7.38,SI - STD Pay @ 100%
2021-08-24,7.38,SI - STD Pay @ 100%
2021-08-25,7.38,SI - STD Pay @ 100%
2021-08-26,7.38,SI - STD Pay @ 100%
2021-08-27,7.38,SI - STD Pay @ 100%
2021-08-30,8,SI - STD Pay @ 100%
2021-08-31,8,SI - STD Pay @ 100%
2021-09-01,8,SI - STD Pay @ 100%
2021-09-02,8,SI - STD Pay @ 100%
2021-09-03,8,SI - STD Pay @ 100%
2021-09-07,8,SI - STD Pay @ 100%
2021-09-08,8,SI - STD Pay @ 100%
2021-09-09,8,SI - STD Pay @ 100%
2021-09-10,8,SI - STD Pay @ 100%
2021-09-13,8,SI - STD Pay @ 100%
2021-09-14,8,SI - STD Pay @ 100%
2021-09-15,8,SI - STD Pay @ 100%
2021-09-16,8,SI - STD Pay @ 100%
2021-09-17,8,SI - STD Pay @ 100%
2021-09-20,8,SI - STD Pay @ 100%
2021-09-21,8,SI - STD Pay @ 100%
2021-09-22,8,SI - STD Pay @ 100%
2021-09-23,8,SI - STD Pay @ 100%
2021-09-24,8,SI - STD Pay @ 100%
2021-09-27,7.38,SI - STD Pay @ 100%
2021-09-28,7.38,SI - STD Pay @ 100%
2021-09-29,7.38,SI - STD Pay @ 100%
2021-06-18,9.8,SI - STD Pay @ 100%
2021-06-19,9.4,SIE - STD Pay @ 100% Incident End
2021-06-23,9.4,SI - STD Pay @ 100%
2021-06-24,9.4,SI - STD Pay @ 100%
2021-06-25,9.4,SI - STD Pay @ 100%
2021-06-26,10,SI - STD Pay @ 100%
2021-06-27,8,SI - STD Pay @ 100%
2021-06-30,8,SI - STD Pay @ 100%
2021-07-01,8,SI - STD Pay @ 100%
2021-07-02,8,SI - STD Pay @ 100%
2021-07-03,8,SI - STD Pay @ 100%
2021-07-05,8,SI - STD Pay @ 100%
2021-07-06,8,SI - STD Pay @ 100%
2021-07-07,8,SI - STD Pay @ 100%
2021-07-08,8,SI - STD Pay @ 100%
2021-07-09,8,SI - STD Pay @ 100%
2021-07-12,8,SI - STD Pay @ 100%
2021-07-13,8,SI - STD Pay @ 100%
2021-07-14,8,SI - STD Pay @ 100%
2021-07-15,8,SI - STD Pay @ 100%
2021-07-16,8,SI - STD Pay @ 100%
2021-07-19,8,SI - STD Pay @ 100%
2021-07-20,8,SI - STD Pay @ 100%
2021-07-21,8,SI - STD Pay @ 100%
2021-07-22,8,SI - STD Pay @ 100%
2021-07-23,8,SI - STD Pay @ 100%
2021-07-26,8,SI - STD Pay @ 100%
2021-07-27,8,SI - STD Pay @ 100%
2021-07-28,8,SI - STD Pay @ 100%
2021-07-29,8,SI - STD Pay @ 100%
2021-07-30,8,SI - STD Pay @ 100%
2021-08-04,0.5,SI - STD Pay @ 100%
2021-08-05,0.3,SI - STD Pay @ 100%
2021-08-06,0.3,SI - STD Pay @ 100%
2021-08-16,8,SI - STD Pay @ 100%
2021-08-17,8,SI - STD Pay @ 100%
2021-08-19,2,SI - STD Pay @ 100%
2021-08-24,2,SI - STD Pay @ 100%
2021-08-26,2,SIE - STD Pay @ 100% Incident End
2021-07-20,8,SI - STD Pay @ 100%
2021-08-04,8,SIE - STD Pay @ 100% Incident End
2021-07-06,8,SIE - STD Pay @ 100% Incident End
2021-07-16,10,SI - STD Pay @ 100%
2021-07-17,10,SIE - STD Pay @ 100% Incident End
2021-01-15,7.5,SIE - STD Pay @ 100% Incident End
2021-03-31,7.5,SIE - STD Pay @ 100% Incident End
2021-10-20,10,SI - STD Pay @ 100%
2021-10-21,10,SI - STD Pay @ 100%
2021-10-22,14,SI - STD Pay @ 100%
2021-10-23,14,SIE - STD Pay @ 100% Incident End
2021-09-03,4,LSP - Limited Sick
2021-09-29,7.5,LSP - Limited Sick
2021-10-04,7.5,LSE - Limited Sick End
2021-11-16,3.91,LSE - Limited Sick End
2021-12-29,7.5,LSP - Limited Sick
2021-12-30,7.5,LSE - Limited Sick End
2021-11-25,10,SI - STD Pay @ 100%
2021-11-26,10,SIE - STD Pay @ 100% Incident End
2021-01-29,7.5,SI - STD Pay @ 100%
2021-02-01,6.75,SI - STD Pay @ 100%
2021-02-02,6.75,SI - STD Pay @ 100%
2021-02-03,6.75,SI - STD Pay @ 100%
2021-02-04,6.75,SI - STD Pay @ 100%
2021-02-05,6.75,SI - STD Pay @ 100%
2021-02-08,6.75,SI - STD Pay @ 100%
2021-02-09,6.75,SI - STD Pay @ 100%
2021-02-10,6.75,SI - STD Pay @ 100%
2021-02-11,6.75,SI - STD Pay @ 100%
2021-02-12,6.75,SI - STD Pay @ 100%
2021-02-15,7.5,SI - STD Pay @ 100%
2021-02-16,7.5,SI - STD Pay @ 100%
2021-02-17,7.5,SI - STD Pay @ 100%
2021-02-18,7.5,SI - STD Pay @ 100%
2021-02-19,7.5,SIE - STD Pay @ 100% Incident End
2021-04-27,5,SIE - STD Pay @ 100% Incident End
2021-08-31,4,SIE - STD Pay @ 100% Incident End
2021-06-15,10,SI - STD Pay @ 100%
2021-06-16,10,SI - STD Pay @ 100%
2021-06-17,10,SI - STD Pay @ 100%
2021-06-21,8,SI - STD Pay @ 100%
2021-06-22,8,SI - STD Pay @ 100%
2021-06-23,8,SI - STD Pay @ 100%
2021-06-24,8,SI - STD Pay @ 100%
2021-06-25,8,SIE - STD Pay @ 100% Incident End
2021-01-01,8,SI - STD Pay @ 100%
2021-01-04,8,SI - STD Pay @ 100%
2021-01-05,8,SI - STD Pay @ 100%
2021-01-06,8,SI - STD Pay @ 100%
2021-01-07,8,SI - STD Pay @ 100%
2021-01-08,8,SI - STD Pay @ 100%
2021-01-11,8,SI - STD Pay @ 100%
2021-01-12,8,SI - STD Pay @ 100%
2021-01-13,8,SI - STD Pay @ 100%
2021-01-14,8,SI - STD Pay @ 100%
2021-01-15,8,SI - STD Pay @ 100%
2021-01-18,8,SI - STD Pay @ 100%
2021-01-19,8,SI - STD Pay @ 100%
2021-01-20,8,SI - STD Pay @ 100%
2021-01-21,8,SI - STD Pay @ 100%
2021-01-22,8,SI - STD Pay @ 100%
2021-01-25,8,SI - STD Pay @ 100%
2021-01-26,8,SI - STD Pay @ 100%
2021-01-27,8,SI - STD Pay @ 100%
2021-01-28,8,SI - STD Pay @ 100%
2021-01-29,8,SIE - STD Pay @ 100% Incident End
2021-04-12,8,SI - STD Pay @ 100%
2021-04-13,8,SI - STD Pay @ 100%
2021-04-14,8,SI - STD Pay @ 100%
2021-04-15,8,SI - STD Pay @ 100%
2021-04-16,8,SI - STD Pay @ 100%
2021-04-19,8,SIE - STD Pay @ 100% Incident End
2021-07-22,4.5,SI - STD Pay @ 100%
2021-07-23,8,SI - STD Pay @ 100%
2021-07-26,8,SIE - STD Pay @ 100% Incident End
2021-05-10,8,SI - STD Pay @ 100%
2021-05-11,8,SIE - STD Pay @ 100% Incident End
2021-08-30,8,S7E - STD Pay @ 75% Incident End
2021-09-07,8,S7 - STD Pay @75%
2021-09-08,8,S7 - STD Pay @75%
2021-09-09,8,S7 - STD Pay @75%
2021-09-10,8,S7E - STD Pay @ 75% Incident End
2021-11-23,10,S7 - STD Pay @75%
2021-11-24,10,S7 - STD Pay @75%
2021-11-25,10,S7E - STD Pay @ 75% Incident End
2021-06-22,10,SI - STD Pay @ 100%
2021-06-23,10,SI - STD Pay @ 100%
2021-06-24,14,SIE - STD Pay @ 100% Incident End
2021-09-27,10,SI - STD Pay @ 100%
2021-09-28,14,SIE - STD Pay @ 100% Incident End
2021-01-24,12,SI - STD Pay @ 100%
2021-01-25,12,SI - STD Pay @ 100%
2021-01-26,12,SIE - STD Pay @ 100% Incident End
2021-05-10,8,SI - STD Pay @ 100%
2021-05-11,8,SI - STD Pay @ 100%
